Avg TRACK Score,Present_Percent,"Soft Skill Score
(Out of 3)",Techability Score (Out of 2.0),Learnability Score (Out of 2.0),Communicability Score (Out of 1.0),Degree %,10th %,12th %,Consistency_in_Acadamics,Pick Highest Degree,Highest Degree Stream,Tech Excelence,Resilience,Ability to Learn,Communication,Knowledge,Mapped to Company
4.064,0.85,3.0,1.49,1.92,0.9520000000000001,6.49,7.6,5.779999999999999,2,1,1,0.8125,0.9520000000000001,0.968,0.9520000000000001,0.6775,0
3.517,0.85,1.05,1.32875,1.62,0.8340000000000001,7.534000000000001,8.327,6.723000000000001,1,1,2,0.77125,0.81,0.81,0.8340000000000001,0.5575,0
4.065,0.8,1.05,1.3525,1.7575,0.955,8.7,8.690999999999999,7.031000000000001,1,1,2,0.7925,0.8625,0.895,0.955,0.56,0
4.085,0.96,2.2460683760683757,1.49,1.64,0.955,7.6,8.6,5.9,2,1,2,0.73,0.82,0.82,0.955,0.76,1
3.69,0.04,2.2460683760683757,1.4175,1.48,0.79,6.66,6.0200000000000005,6.769,1,1,1,0.735,0.74,0.74,0.79,0.6825,0
4.02,1.0,2.2460683760683757,1.515,1.625,0.88,5.7,6.8,6.5,2,1,1,0.755,0.805,0.82,0.88,0.76,0
3.43,0.92,2.03,1.425,1.5419999999999998,0.746,6.8,8.091,5.617,2,1,3,0.76,0.758,0.784,0.746,0.665,0
4.06,0.88,2.2460683760683757,1.565,1.655,0.835,6.79,7.414,6.917,1,1,1,0.82,0.835,0.82,0.835,0.745,1
3.77,0.69,2.81,1.48875,1.66,0.9159999999999999,8.96,9.3,8.78,1,1,2,0.77875,0.816,0.8440000000000001,0.9159999999999999,0.71,0
3.9,0.65,2.94,1.6275,1.686,0.9159999999999999,1.0,7.356999999999999,7.42,2,1,2,0.82,0.8420000000000001,0.8440000000000001,0.9159999999999999,0.8075,0
4.36,0.65,2.2460683760683757,1.61,1.81,0.94,6.6,8.453,8.65,1,2,1,0.88,0.88,0.93,0.94,0.73,1
4.11,1.0,2.2460683760683757,1.446,1.7480000000000002,0.9159999999999999,7.117,9.382,7.383,1,2,1,0.85,0.868,0.88,0.9159999999999999,0.7659999999999999,1
4.18,1.0,2.2460683760683757,1.685,1.67,0.82,7.003,8.18,6.633,1,1,1,0.85,0.82,0.85,0.82,0.835,0
4.16,1.0,2.2460683760683757,1.625,1.71,0.82,6.984,8.02,6.415000000000001,1,1,1,0.82,0.895,0.815,0.82,0.805,0
3.96,0.96,2.2460683760683757,1.61,1.808,0.868,8.21,8.576,8.666,1,1,3,0.85,0.9159999999999999,0.892,0.868,0.76,0
3.79,0.83,2.2460683760683757,1.5875,1.6480000000000001,0.868,7.03,7.9799999999999995,5.46,2,1,2,0.8175,0.794,0.8540000000000001,0.868,0.77,0
4.0,0.65,2.2460683760683757,1.541875,1.71875,0.74,6.059,8.2,6.6,1,1,1,0.816875,0.86875,0.85,0.74,0.725,0
4.67,1.0,2.2460683760683757,1.805,1.94,0.925,5.5,6.0600000000000005,5.8,2,1,2,0.97,0.97,0.97,0.925,0.835,0
4.43,1.0,2.2460683760683757,1.76,1.76,0.91,5.0,6.2,5.8,2,1,3,0.88,0.88,0.88,0.91,0.88,0
4.04,0.91,2.2460683760683757,1.67,1.67,0.7,6.5,9.7,7.9,1,1,2,0.88,0.88,0.79,0.7,0.79,1
3.905,0.83,2.2460683760683757,1.58,1.625,0.7,6.4,7.6,6.5,1,1,1,0.88,0.88,0.745,0.7,0.7,1
3.95,0.87,2.2460683760683757,1.58,1.625,0.745,5.79,6.88,6.406000000000001,2,1,1,0.88,0.88,0.745,0.745,0.7,0
4.22,0.87,2.2460683760683757,1.67,1.76,0.79,7.3,8.1,8.2,1,1,1,0.88,0.88,0.88,0.79,0.79,0
4.04,0.35,2.2460683760683757,1.58,1.76,0.7,5.7490000000000006,7.927,5.75,2,1,1,0.88,0.88,0.88,0.7,0.7,1
3.4825,0.96,2.4,1.225625,1.61,0.892,7.640000000000001,6.640000000000001,6.44,1,2,2,0.665625,0.818,0.792,0.892,0.56,1
4.48125,0.96,2.2460683760683757,1.66375,1.8175,1.0,7.71,8.17,5.8,2,1,2,0.90625,0.8925,0.925,1.0,0.7575,0
4.22,0.92,2.2,1.615,1.725,0.88,7.32,7.7,6.7,1,1,1,0.925,0.865,0.86,0.88,0.69,1
3.3615,0.79,2.5,1.294375,1.494,0.8320000000000001,6.14,6.5,6.95627857142857,1,1,1,0.684375,0.74,0.754,0.8320000000000001,0.61,0
3.7035,0.88,2.25,1.444375,1.64,0.9079999999999999,7.08,9.3,9.6,1,1,2,0.819375,0.828,0.812,0.9079999999999999,0.625,0
3.8825,0.79,2.4,1.655625,1.618,0.94,6.5,9.0,9.26,1,1,2,0.903125,0.802,0.816,0.94,0.7525,1
4.529375,0.79,2.2460683760683757,1.756875,1.7875,0.985,8.0,7.4,6.9,1,4,1,0.921875,0.8925,0.895,0.985,0.835,0
4.199375,0.75,2.2460683760683757,1.536875,1.7525,0.91,7.314,9.2,9.34,1,1,2,0.846875,0.875,0.8775,0.91,0.69,0
4.334375,0.75,2.2460683760683757,1.651875,1.7725,0.91,7.1,9.5,7.5,1,1,1,0.884375,0.8925,0.88,0.91,0.7675,1
4.1335,0.79,2.9,1.794375,1.734,0.9640000000000001,7.185,9.5,8.92,1,1,2,0.944375,0.8540000000000001,0.88,0.9640000000000001,0.85,0
3.8895,0.75,2.3,1.761875,1.6019999999999999,0.878,6.2,7.2,8.4,1,1,2,0.914375,0.79,0.812,0.878,0.8475,0
3.9625,1.0,2.2460683760683757,1.5475,1.565,0.85,7.5,8.2,9.3,1,1,1,0.6975,0.745,0.82,0.85,0.85,1
3.945,0.65,2.2460683760683757,1.5475,1.5625,0.835,6.24,7.9,6.9239999999999995,1,1,2,0.7725,0.79,0.7725,0.835,0.775,0
4.22,0.91,2.2460683760683757,1.685,1.7,0.835,8.2,8.3,7.8,1,1,2,0.865,0.835,0.865,0.835,0.82,0
4.0675,0.48,2.2460683760683757,1.625,1.6375,0.805,6.01,5.454,5.465999999999999,2,1,1,0.82,0.82,0.8175,0.805,0.805,0
3.92,0.3,2.2460683760683757,1.6,1.54,0.78,7.5,6.5,5.0,2,1,1,0.78,0.76,0.78,0.78,0.82,1
3.845,0.83,2.2460683760683757,1.49,1.535,0.82,7.1,9.5,9.790000000000001,1,1,3,0.775,0.76,0.775,0.82,0.715,0
4.205,0.7,2.2460683760683757,1.565,1.685,0.955,5.51,8.927,8.3,2,1,2,0.82,0.88,0.805,0.955,0.745,0
3.83,0.48,2.2460683760683757,1.4333333330000002,1.56,0.84,7.49,5.872,6.866,2,1,3,0.7333333333,0.78,0.78,0.84,0.7,0
4.28,0.52,2.2460683760683757,1.68,1.68,0.92,6.71,6.141,5.4,2,4,1,0.88,0.86,0.82,0.92,0.8,0
4.1,0.43,2.2460683760683757,1.55,1.625,0.925,7.74,8.77,7.55,1,1,1,0.82,0.82,0.805,0.925,0.73,0
3.7325,0.92,2.2460683760683757,1.465,1.48,0.7875,4.0,5.45,6.35,3,1,1,0.755,0.74,0.74,0.7875,0.71,0
4.115,0.96,2.2460683760683757,1.67,1.64,0.805,9.1,9.3,9.59,1,1,2,0.865,0.82,0.82,0.805,0.805,0
3.4325,0.96,2.2460683760683757,1.3575,1.3775,0.6975,6.8790000000000004,7.5,8.0,1,1,2,0.6775,0.6475,0.73,0.6975,0.68,1
3.64,0.88,2.2460683760683757,1.46,1.42,0.76,6.5,5.3,5.720000000000001,2,1,2,0.73,0.69,0.73,0.76,0.73,1
3.3625,0.84,2.2460683760683757,1.305,1.3425,0.715,6.089,8.945,7.134,1,1,2,0.695,0.6625,0.68,0.715,0.61,0
3.86,0.76,2.2460683760683757,1.48,1.56,0.82,6.04,8.945,6.05,1,1,1,0.78,0.8,0.76,0.82,0.7,0
3.7625,0.76,2.2460683760683757,1.465,1.51,0.7875,5.733,5.2,5.4,4,1,1,0.7525,0.7375,0.7725,0.7875,0.7125,0
3.2475,0.6,2.2460683760683757,1.325,1.2575,0.665,6.52,7.2,8.495000000000001,1,1,1,0.6625,0.5775,0.68,0.665,0.6625,1
4.22,1.0,2.2460683760683757,1.52,1.88,0.82,6.69,8.5,5.5,2,1,1,0.82,0.94,0.94,0.82,0.7,0
4.07,1.0,2.2460683760683757,1.46,1.61,1.0,6.5,8.992,8.25,1,1,1,0.76,0.82,0.79,1.0,0.7,1
4.76,0.88,2.2460683760683757,1.82,1.94,1.0,6.3,7.0,5.6,2,1,3,0.94,0.94,1.0,1.0,0.88,0
4.31,0.63,2.2460683760683757,1.52,1.79,1.0,6.673,8.153,6.9,1,1,1,0.82,0.79,1.0,1.0,0.7,0
4.17,0.63,2.2460683760683757,1.45,1.88,0.84,6.93,8.909,5.2,2,1,1,0.82,0.88,1.0,0.84,0.63,0
4.21,0.92,2.2460683760683757,1.57,1.64,1.0,6.7,7.8,8.7,1,1,2,0.85,0.82,0.82,1.0,0.72,0
3.74375,1.0,2.2460683760683757,1.32375,1.42,1.0,7.293000000000001,9.236,5.5,2,2,2,0.69375,0.73,0.69,1.0,0.63,1
4.4075,1.0,2.2460683760683757,1.7375,1.73,0.94,7.106,6.34,7.5,1,1,1,0.8875,0.88,0.85,0.94,0.85,0
4.46,1.0,2.2460683760683757,1.7,1.79,0.97,8.67,8.8,9.559999999999999,1,1,2,0.85,0.85,0.94,0.97,0.85,0
2.205,0.5,2.2460683760683757,0.875,0.77,0.56,5.978,7.0,7.0,2,1,1,0.525,0.385,0.385,0.56,0.35,1
3.995,1.0,2.2460683760683757,1.475,1.61,0.91,7.94,10.0,8.51,1,1,2,0.775,0.79,0.82,0.91,0.7,0
4.8725,0.92,2.2460683760683757,1.9325,1.94,1.0,6.4,7.2,7.0200000000000005,1,1,1,0.9625,0.94,1.0,1.0,0.97,0
3.5625,0.75,2.2460683760683757,1.2325,1.48,0.85,6.67,8.3,8.8,1,1,2,0.6125,0.755,0.725,0.85,0.62,0
3.575,1.0,2.2460683760683757,1.345,1.48,0.75,6.44,6.16,6.0,2,1,3,0.56,0.79,0.69,0.75,0.785,1
3.7,0.94,2.2460683760683757,1.335,1.46,0.905,7.5,8.4,6.7,1,1,1,0.85,0.815,0.645,0.905,0.485,1
3.525,0.94,2.2460683760683757,1.24,1.44,0.845,5.6979999999999995,7.9,7.0,2,1,2,0.63,0.82,0.62,0.845,0.61,0
3.655,1.0,2.2460683760683757,1.39,1.445,0.82,6.57,7.9,7.8,1,1,2,0.69,0.755,0.69,0.82,0.7,1
3.615,0.83,2.2460683760683757,1.415,1.48,0.72,7.0,8.0,6.2,1,1,1,0.685,0.725,0.755,0.72,0.73,1
3.55,0.92,2.2460683760683757,1.4,1.33,0.82,7.6,8.65,6.3,1,1,2,0.7,0.63,0.7,0.82,0.7,0
4.31,1.0,2.2460683760683757,1.7,1.73,0.88,7.8,8.829,8.559999999999999,1,1,1,0.97,0.88,0.85,0.88,0.73,0
2.835,0.92,2.2460683760683757,1.155,1.12,0.56,7.42,7.540000000000001,6.877,1,1,1,0.525,0.56,0.56,0.56,0.63,0
3.3,1.0,2.2460683760683757,1.26,1.255,0.785,5.8,7.6,6.5,2,1,2,0.595,0.595,0.66,0.785,0.665,0
3.905,0.92,2.2460683760683757,1.45,1.545,0.91,6.544,8.4,6.885,1,1,1,0.79,0.755,0.79,0.91,0.66,0
3.7225,1.0,2.2460683760683757,1.2375,1.575,0.91,9.58,8.0,6.5,1,4,1,0.6125,0.725,0.85,0.91,0.625,0
3.77625,1.0,2.2460683760683757,1.35125,1.665,0.76,6.890000000000001,8.461,6.583,1,1,3,0.65625,0.85,0.815,0.76,0.695,0
1.75,0.65,2.2460683760683757,0.7,0.7,0.35,6.55,7.12,5.215,2,1,2,0.35,0.35,0.35,0.35,0.35,1
3.11,1.0,2.2460683760683757,1.085,1.36,0.665,7.0,6.5,6.0,2,1,2,0.595,0.63,0.73,0.665,0.49,0
4.245,1.0,2.2460683760683757,1.695,1.67,0.88,6.8,9.559999999999999,7.81,1,1,2,0.845,0.85,0.82,0.88,0.85,0
4.6625,1.0,2.2460683760683757,1.8425,1.82,1.0,6.84,9.5,6.88,1,1,1,0.9025,0.88,0.94,1.0,0.94,0
4.005,0.83,2.2460683760683757,1.575,1.58,0.85,7.89,9.0,9.0,1,1,3,0.785,0.79,0.79,0.85,0.79,1
3.03625,0.89,2.2460683760683757,1.085,1.25125,0.7,6.42,8.848,6.167,1,1,1,0.525,0.65625,0.595,0.7,0.56,1
2.79,0.94,2.2460683760683757,0.98,1.05,0.76,5.9,6.4,7.3,2,4,1,0.525,0.56,0.49,0.76,0.455,0
4.58,1.0,2.2460683760683757,1.76,1.82,1.0,6.2700000000000005,6.506,6.65,1,1,1,0.91,0.97,0.85,1.0,0.85,0
2.7125,0.94,2.2460683760683757,0.98,1.1375,0.595,7.59,8.0,5.88,2,1,2,0.49,0.5775,0.56,0.595,0.49,0
2.68625,0.83,2.2460683760683757,0.84,1.18125,0.665,7.1,8.8,8.9,1,1,1,0.42,0.62125,0.56,0.665,0.42,0
2.61125,1.0,2.2460683760683757,0.735,1.28125,0.595,5.5,8.073,5.5,2,1,2,0.42,0.65125,0.63,0.595,0.63,0
1.8375,0.89,2.2460683760683757,0.7,0.7875,0.35,6.63,5.8,4.5,2,1,2,0.35,0.4375,0.35,0.35,0.35,1
3.82,1.0,2.2460683760683757,1.63,1.63,0.56,6.0,9.4,8.0,2,1,1,0.63,0.88,0.75,0.56,1.0,0
3.69,1.0,2.2460683760683757,1.625,1.475,0.59,8.38,8.5,8.529,1,1,2,0.625,0.69,0.785,0.59,1.0,0
3.23,1.0,2.2460683760683757,1.56,1.05,0.62,6.5,8.0,5.6,2,1,1,0.56,0.56,0.49,0.62,1.0,0
3.865,0.77,2.2460683760683757,1.695,1.48,0.69,6.58,8.096,7.705,1,1,1,0.695,0.82,0.66,0.69,1.0,0
3.1,1.0,2.2460683760683757,1.49,1.05,0.56,5.83,6.928,5.58,2,4,1,0.49,0.56,0.49,0.56,1.0,0
3.88,0.85,2.2460683760683757,1.33,1.58,0.97,7.2,5.7,7.2,2,2,1,0.7,0.76,0.82,0.97,0.63,0
3.68,0.77,2.2460683760683757,1.4,1.4,0.88,8.4,9.2,9.629999999999999,1,1,2,0.7,0.7,0.7,0.88,0.7,1
4.13,1.0,2.2460683760683757,1.4,1.73,1.0,6.11,7.6,6.279999999999999,1,4,1,0.7,0.85,0.88,1.0,0.7,0
4.01,0.69,2.2460683760683757,1.4,1.61,1.0,6.25,9.3,6.2,1,1,1,0.7,0.79,0.82,1.0,0.7,0
2.64,1.0,2.2460683760683757,1.23,1.82,1.0,6.67,7.4,8.6,1,1,1,0.79,0.94,0.88,1.0,0.88,0
3.92,0.85,2.2460683760683757,1.4,1.52,1.0,6.76,8.379999999999999,6.954000000000001,1,1,1,0.7,0.7,0.82,1.0,0.7,0
3.1475,0.8,2.2460683760683757,1.1025,1.29,0.755,5.41,7.927,6.9079999999999995,2,1,2,0.6125,0.665,0.625,0.755,0.49,1
4.79,1.0,2.2460683760683757,1.88,1.91,1.0,7.07,7.814,7.883,1,1,3,0.97,0.94,0.97,1.0,0.91,0
4.24,1.0,2.2460683760683757,1.57,1.67,1.0,6.31,7.65,8.74,1,1,1,0.85,0.85,0.82,1.0,0.72,0
3.58125,1.0,2.2460683760683757,1.25625,1.445,0.88,6.0,8.091,7.292,2,1,1,0.73125,0.82,0.625,0.88,0.525,0
4.91,1.0,2.2460683760683757,1.94,1.97,1.0,7.401000000000001,8.1,7.5,1,1,2,1.0,0.97,1.0,1.0,0.94,0
2.7025,0.5,2.2460683760683757,0.9625,0.98,0.76,7.6,9.456999999999999,7.8,1,1,3,0.6125,0.56,0.42,0.76,0.35,1
4.4975,1.0,2.2460683760683757,1.7375,1.91,0.85,6.7,6.7,5.1,2,4,1,0.8875,0.94,0.97,0.85,0.85,0
4.5275,1.0,2.2460683760683757,1.7375,1.91,0.88,7.0,7.4,5.1,2,4,1,0.8875,0.94,0.97,0.88,0.85,0
3.6975,0.72,2.2460683760683757,1.2775,1.6,0.82,6.3,9.0,8.7,1,1,2,0.6125,0.78,0.82,0.82,0.665,0
4.6025,1.0,2.2460683760683757,1.8125,1.88,0.91,7.5,7.2,5.3,2,3,1,0.9625,0.94,0.94,0.91,0.85,0
3.9825,0.94,2.2460683760683757,1.6175,1.545,0.82,7.1,7.836,5.877000000000001,2,1,1,0.8875,0.785,0.76,0.82,0.73,0
2.48875,0.83,2.2460683760683757,0.81375,1.085,0.59,7.68,8.02,7.868,1,1,1,0.39375,0.525,0.56,0.59,0.42,1
3.335,1.0,2.2460683760683757,1.26,1.225,0.85,6.5,7.6,6.0,2,1,2,0.63,0.63,0.595,0.85,0.63,1
2.865,1.0,2.2460683760683757,1.19,1.05,0.625,7.3,8.2,8.709999999999999,1,1,2,0.525,0.525,0.525,0.625,0.665,1
3.18,1.0,2.2460683760683757,1.26,1.19,0.73,6.8,6.851999999999999,7.3420000000000005,1,1,1,0.63,0.56,0.63,0.73,0.63,0
4.52,1.0,2.2460683760683757,1.7,1.85,0.97,7.55,9.309999999999999,9.059999999999999,1,1,3,0.91,0.85,1.0,0.97,0.79,0
4.0925,1.0,2.2460683760683757,1.5425,1.73,0.82,5.9350000000000005,9.126999999999999,6.235,2,1,2,0.8125,0.85,0.88,0.82,0.73,0
3.81,0.93,2.2460683760683757,1.475,1.545,0.79,7.27,5.86,6.4,2,1,2,0.775,0.755,0.79,0.79,0.7,1
2.0475,0.93,2.2460683760683757,0.8225,0.805,0.42,6.537999999999999,8.309000000000001,5.938000000000001,2,1,1,0.4375,0.42,0.385,0.42,0.385,1
4.58,1.0,2.2460683760683757,1.88,1.76,0.94,6.0,6.0,5.5,4,1,1,1.0,0.88,0.88,0.94,0.88,0
4.19,1.0,2.2460683760683757,1.61,1.64,0.94,6.204,8.2,5.831,2,1,1,0.85,0.88,0.76,0.94,0.76,0
4.385,0.94,2.2460683760683757,1.805,1.7,0.88,6.87,8.727,8.554,1,1,1,0.925,0.88,0.82,0.88,0.88,0
3.575,0.72,2.2460683760683757,1.49,1.36,0.725,7.0,6.673,5.446,2,1,1,0.7,0.66,0.7,0.725,0.79,1
2.6075,0.89,2.2460683760683757,0.8575,1.19,0.56,8.7,8.092,4.7,2,1,1,0.4375,0.56,0.63,0.56,0.42,1
3.87,1.0,2.2460683760683757,1.29,1.76,0.82,6.8,8.24,6.7,1,1,1,0.94,0.88,0.88,0.82,0.35,0
4.08,0.77,2.2460683760683757,1.56,1.7,0.82,6.029999999999999,6.667,6.94,1,1,1,0.56,0.76,0.94,0.82,1.0,1
4.7,1.0,2.2460683760683757,1.88,1.88,0.94,6.2299999999999995,7.9,7.12,1,1,3,0.88,0.94,0.94,0.94,1.0,1
3.76,1.0,2.2460683760683757,1.56,1.51,0.69,6.7,8.24,6.95627857142857,1,1,3,0.56,0.69,0.82,0.69,1.0,0
4.1,0.85,2.2460683760683757,1.76,1.58,0.76,5.544,7.2,8.059999999999999,2,1,1,0.76,0.76,0.82,0.76,1.0,1
3.96,1.0,2.2460683760683757,1.62,1.52,0.82,8.36,8.26,7.5,1,1,2,0.62,0.76,0.76,0.82,1.0,0
3.17,0.64,2.2460683760683757,1.49,1.19,0.49,2.0,5.5,5.4,4,4,1,0.49,0.56,0.63,0.49,1.0,1
4.46,0.93,2.2460683760683757,1.94,1.64,0.88,6.3,7.0,5.559,2,4,1,0.94,0.82,0.82,0.88,1.0,0
3.89,0.93,2.2460683760683757,1.56,1.64,0.69,6.352,7.891,6.752,1,1,2,0.56,0.82,0.82,0.69,1.0,0
3.63,1.0,2.2460683760683757,1.82,1.25,0.56,6.324,7.7,7.909999999999999,1,1,2,0.82,0.62,0.63,0.56,1.0,1
4.6,1.0,2.2460683760683757,1.79,1.81,1.0,7.45,8.109,6.246,1,1,1,0.91,0.81,1.0,1.0,0.88,0
4.73,1.0,2.2460683760683757,1.79,1.94,1.0,5.8,8.892,5.9,2,1,1,0.91,0.94,1.0,1.0,0.88,1
2.69,0.57,2.2460683760683757,1.015,0.945,0.73,6.728,6.2170000000000005,6.0,2,1,1,0.455,0.49,0.455,0.73,0.56,1
4.76,1.0,2.2460683760683757,1.88,1.88,1.0,7.452,9.218,8.0,1,1,1,1.0,0.91,0.97,1.0,0.88,1
4.06875,1.0,2.2460683760683757,1.48875,1.7,0.88,7.0,9.4,7.99,1,1,2,0.76875,0.91,0.79,0.88,0.72,1
3.52125,0.92,2.2460683760683757,1.21625,1.425,0.88,6.85,8.08,6.246,1,1,1,0.65625,0.725,0.7,0.88,0.56,0
3.81875,0.92,2.2460683760683757,1.48875,1.545,0.785,6.91,7.2,6.95627857142857,1,1,3,0.76875,0.725,0.82,0.785,0.72,1
2.9,0.92,2.2460683760683757,0.91,1.26,0.73,5.246,7.0,5.34,2,1,3,0.525,0.665,0.595,0.73,0.385,0
4.22125,1.0,2.2460683760683757,1.53125,1.69,1.0,7.31,8.0,7.9,1,1,1,0.88125,0.84,0.85,1.0,0.65,1
3.6725,1.0,2.2460683760683757,1.3725,1.45,0.85,7.64,7.12,7.65,1,1,2,0.8125,0.75,0.7,0.85,0.56,1
3.0875,0.92,2.2460683760683757,1.1375,1.25,0.7,7.5,7.081,6.3,1,1,1,0.6125,0.625,0.625,0.7,0.525,1
2.3275,0.94,2.2460683760683757,0.7875,0.84,0.7,6.87,8.2,7.7299999999999995,1,1,1,0.4375,0.49,0.35,0.7,0.35,1
2.03,0.82,2.2460683760683757,0.7,0.7,0.63,6.58,6.65,6.38,1,1,1,0.35,0.35,0.35,0.63,0.35,0
2.3975,1.0,2.2460683760683757,0.9275,0.77,0.7,6.545999999999999,8.6,7.045999999999999,1,1,2,0.4375,0.42,0.35,0.7,0.49,1
3.5,1.0,2.2460683760683757,1.4,1.4,0.7,6.71,7.279999999999999,6.659999999999999,1,1,1,0.7,0.7,0.7,0.7,0.7,1
2.415,1.0,2.2460683760683757,1.085,0.77,0.56,7.2,9.2,8.0,1,1,3,0.525,0.42,0.35,0.56,0.56,1
4.0425,1.0,2.2460683760683757,1.5825,1.64,0.82,7.304,7.7,8.86,1,1,3,0.7625,0.82,0.82,0.82,0.82,0
4.01,1.0,2.2460683760683757,1.67,1.58,0.76,7.6,8.4,6.9,1,2,1,0.85,0.76,0.82,0.76,0.82,1
3.95,0.88,2.2460683760683757,1.73,1.52,0.7,7.8790000000000004,9.024,7.35,1,4,1,0.85,0.76,0.76,0.7,0.88,1
2.5375,1.0,2.2460683760683757,0.9275,0.91,0.7,6.0969999999999995,8.5,8.51,1,1,2,0.4375,0.49,0.42,0.7,0.49,1
3.575,1.0,2.2460683760683757,1.475,1.4,0.7,6.2,7.2,6.2,1,1,1,0.775,0.7,0.7,0.7,0.7,1
3.24375,1.0,2.2460683760683757,1.12875,1.355,0.76,7.4,8.416,7.040000000000001,1,1,1,0.56875,0.695,0.66,0.76,0.56,0
4.22,1.0,2.2460683760683757,1.61,1.79,0.82,6.67,8.895999999999999,8.183,1,1,1,0.85,0.88,0.91,0.82,0.76,1
3.28875,1.0,2.2460683760683757,1.16375,1.395,0.73,6.723000000000001,6.08,5.9079999999999995,2,1,1,0.56875,0.73,0.665,0.73,0.595,1
3.48125,1.0,2.2460683760683757,1.32125,1.46,0.7,7.36,6.545,6.764,1,1,2,0.65625,0.73,0.73,0.7,0.665,1
3.2725,0.93,2.2460683760683757,1.2425,1.33,0.7,5.6850000000000005,7.859999999999999,6.096,2,1,2,0.6125,0.7,0.63,0.7,0.63,1
3.14125,0.93,2.2460683760683757,1.07625,1.365,0.7,7.273999999999999,7.0329999999999995,7.58,1,1,1,0.56875,0.7,0.665,0.7,0.5075,0
3.52625,0.93,2.2460683760683757,1.30625,1.52,0.7,7.064,5.433,7.88,2,1,1,0.69375,0.73,0.79,0.7,0.6125,1
3.9,0.94,2.2460683760683757,1.63,1.45,0.82,6.5,7.8,7.0,1,1,1,0.63,0.76,0.69,0.82,1.0,1
4.385,1.0,2.2460683760683757,1.81,1.725,0.85,8.42,8.99,8.43,1,4,3,0.81,0.815,0.91,0.85,1.0,1
3.535,0.94,2.2460683760683757,1.755,1.115,0.665,7.15,8.24,6.154,1,1,1,0.755,0.525,0.59,0.665,1.0,1
3.055,0.82,2.2460683760683757,1.41,1.05,0.595,7.99,8.84,6.667,1,1,1,0.56,0.49,0.56,0.595,0.85,1
4.37,0.88,2.2460683760683757,1.82,1.79,0.76,8.07,8.834999999999999,9.209999999999999,1,1,3,0.82,0.91,0.88,0.76,1.0,1
3.125,0.88,2.2460683760683757,1.375,1.19,0.56,8.229000000000001,8.48,7.045999999999999,1,1,1,0.525,0.595,0.595,0.56,0.85,1
2.765,0.83,2.2460683760683757,0.98,1.225,0.56,6.4,8.1,7.3,1,4,1,0.49,0.63,0.595,0.56,0.49,1
3.8,1.0,2.2460683760683757,1.55,1.55,0.7,7.43,8.6,8.5,1,1,1,0.85,0.85,0.7,0.7,0.7,1
3.08,0.89,2.2460683760683757,1.155,1.26,0.665,6.3,5.6,6.1,2,1,2,0.595,0.63,0.63,0.665,0.56,1
2.94,0.83,2.2460683760683757,1.05,1.19,0.7,7.3,7.1,7.5,1,1,2,0.49,0.63,0.56,0.7,0.56,1
4.4,0.94,2.2460683760683757,1.73,1.85,0.82,5.8,8.91,9.1,2,2,2,0.97,0.91,0.94,0.82,0.76,1
3.325,0.94,2.2460683760683757,1.33,1.33,0.665,7.9,9.3,6.95627857142857,1,1,1,0.7,0.665,0.665,0.665,0.63,1
3.29,1.0,2.2460683760683757,1.33,1.295,0.665,6.74,8.5,8.33,1,1,1,0.7,0.665,0.63,0.665,0.63,1
3.185,0.94,2.2460683760683757,1.26,1.26,0.665,7.0,6.9,4.9,2,4,1,0.665,0.63,0.63,0.665,0.595,1
3.255,0.94,2.2460683760683757,1.33,1.26,0.665,7.4,8.192,5.7829999999999995,2,4,1,0.7,0.63,0.63,0.665,0.63,1
3.18125,0.93,2.2460683760683757,1.15625,1.295,0.73,7.045,9.345,7.85,1,1,2,0.60625,0.63,0.665,0.73,0.55,1
2.38,1.0,2.2460683760683757,0.91,1.05,0.42,6.13,8.14,6.0200000000000005,1,1,2,0.525,0.525,0.525,0.42,0.385,1
2.2925,1.0,2.2460683760683757,0.8925,0.945,0.455,7.2,8.8,8.42,1,1,1,0.5075,0.49,0.455,0.455,0.385,1
2.26625,0.93,2.2460683760683757,0.86625,0.91,0.49,6.01,6.253,6.565,1,1,1,0.48125,0.455,0.455,0.49,0.385,1
2.8,1.0,2.2460683760683757,0.98,1.19,0.63,6.8950000000000005,5.18,6.9670000000000005,2,1,2,0.525,0.595,0.595,0.63,0.455,1
3.84,1.0,2.2460683760683757,1.41,1.64,0.79,7.0,8.834999999999999,8.620000000000001,1,1,2,0.65,0.85,0.79,0.79,0.76,1
2.03875,1.0,2.2460683760683757,0.77875,0.805,0.455,7.3,7.1,5.4,2,1,2,0.39375,0.42,0.385,0.455,0.385,1
3.61,1.0,2.2460683760683757,1.3,1.52,0.79,7.1,8.5,7.0,1,1,2,0.6,0.76,0.76,0.79,0.7,1
4.2125,1.0,2.2460683760683757,1.6025,1.82,0.79,6.95,8.2,7.890000000000001,1,1,2,0.8125,0.94,0.88,0.79,0.79,1
2.54625,1.0,2.2460683760683757,0.90125,1.085,0.56,7.5200000000000005,7.01,6.3,1,1,1,0.48125,0.56,0.525,0.56,0.42,1
2.00375,0.86,2.2460683760683757,0.81375,0.805,0.385,6.01,6.4,6.4,1,1,2,0.39375,0.42,0.385,0.385,0.42,1
3.8825,0.86,2.2460683760683757,1.5725,1.49,0.82,6.6209999999999996,8.02,7.7459999999999996,1,1,1,0.8125,0.76,0.73,0.82,0.76,1
